Date,Close,High,Low,Open,Volume,Daily_Return,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,SMA_5_10_cross,SMA_10_20_cross,SMA_50_200_cross,Price_to_SMA_50,Price_to_SMA_200,Volatility_10,Volatility_20,Volatility_50,Daily_Range,Gap,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,Close_Lag_1,Return_Lag_1,Close_Lag_2,Return_Lag_2,Close_Lag_3,Return_Lag_3,Close_Lag_5,Return_Lag_5,Close_Lag_10,Return_Lag_10,Return_5d,Return_10d,Return_20d,Volume_SMA_5,Volume_SMA_20,Volume_Ratio,Price_Volume_Ratio,Momentum_5,Momentum_10,Momentum_20,Month,Day_of_week,Quarter,Month_sin,Month_cos,Weekday_sin,Weekday_cos,Next_Close
2020-04-01,54.842796325683594,56.20229768361806,54.41434472078375,55.932587259759686,51970000,1.3546979802750325,54.842796325683594,54.842796325683594,54.842796325683594,54.842796325683594,54.842796325683594,-1,-1,-1,1.0,1.0,2.498069242754439,2.498069242754439,2.498069242754439,3.1966212371524625,-0.19053664252778962,54.842796325683594,54.842796325683594,0.0,0.0,0.0,38.02863653315578,54.842796325683594,0.5253479912211348,56.26496943520106,54.16357747031652,0.0380588538701408,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,9.518192966262795,14.094003426375012,22.193979011887976,51970000.0,51970000.0,1.0,2850180125.0457764,0.09518192966262795,0.14094003426375012,0.22193979011887977,4,2,2,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,55.585750579833984
2020-04-02,55.585750579833984,55.87138374005283,54.3964368955584,54.73830070289628,56410000,1.3546979802750325,55.21427345275879,55.21427345275879,55.21427345275879,55.21427345275879,55.21427345275879,-1,-1,-1,1.006727918413941,1.006727918413941,2.498069242754439,2.498069242754439,2.498069242754439,2.694542624733661,-0.19053664252778962,54.957096980168274,54.89782997413918,0.059267006029095626,0.011853401205819125,0.0474136048232765,38.02863653315578,55.21427345275879,0.5253479912211348,56.26496943520106,54.16357747031652,0.0380588538701408,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,9.518192966262795,14.094003426375012,22.193979011887976,54190000.0,54190000.0,1.0409669680752907,3135592190.208435,0.09518192966262795,0.14094003426375012,0.22193979011887977,4,3,2,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,54.37503433227539
2020-04-03,54.37503433227539,55.6733278436525,53.49822958250269,55.47029994298398,51374000,-2.1781054225753826,54.93452707926432,54.93452707926432,54.93452707926432,54.93452707926432,54.93452707926432,-1,-1,-1,0.9898152805396568,0.9898152805396568,2.498069242754439,2.498069242754439,2.498069242754439,3.9211943389264565,-0.20769826015786683,54.86754888049245,54.85910437103816,0.00844450945429287,0.011171622855513874,-0.002727113401221004,38.02863653315578,54.93452707926432,0.610548406262727,56.15562389178977,53.71343026673887,0.04445644214843417,55.585750579833984,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,9.518192966262795,14.094003426375012,22.193979011887976,53251333.333333336,53251333.333333336,0.9647457966623684,2793463013.786316,0.09518192966262795,0.14094003426375012,0.22193979011887977,4,4,2,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723,58.87800979614258
2020-04-06,58.87800979614258,59.25420957181764,55.98235353914818,56.3804517940451,63320000,8.28132895760647,55.92039775848389,55.92039775848389,55.92039775848389,55.92039775848389,55.92039775848389,-1,-1,-1,1.0528896816941897,1.0528896816941897,5.320693628538938,5.320693628538938,5.320693628538938,5.803174555289808,3.688121738949145,55.48454286751554,55.15680106919404,0.3277417983215045,0.07448565794871201,0.25325614037279254,81.24852664969445,55.92039775848389,2.0337838844969123,59.98796552747771,51.85282998949006,0.14547706854880946,54.37503433227539,-2.1781054225753826,55.585750579833984,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,9.518192966262795,14.094003426375012,22.193979011887976,55768500.0,55768500.0,1.1354079812080295,3728155580.291748,0.09518192966262795,0.14094003426375012,0.22193979011887977,4,0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0,58.84665298461914
2020-04-07,58.84665298461914,60.74856308077166,58.58241717885874,60.56095675968012,61620000,-0.053257254503003004,56.50564880371094,56.50564880371094,56.50564880371094,56.50564880371094,56.50564880371094,-1,-1,-1,1.0414295602381343,1.0414295602381343,4.526048029096262,4.526048029096262,4.526048029096262,3.5768026428457653,2.8583625183061097,56.001790577839174,55.4301234332996,0.5716671445395747,0.17392195526688453,0.39774518927269015,80.85584883739389,56.50564880371094,2.1942656166303767,60.89418003697169,52.11711757045019,0.15533070856351403,58.87800979614258,8.28132895760647,54.37503433227539,-2.1781054225753826,55.585750579833984,1.3546979802750325,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,9.518192966262795,14.094003426375012,22.193979011887976,56938800.0,56938800.0,1.0822145882948007,3626130756.9122314,0.09518192966262795,0.14094003426375012,0.22193979011887977,4,1,2,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,60.06283950805664
2020-04-08,60.06283950805664,60.45596046414816,58.91582321231339,59.86876766596092,40334000,2.0667046667129485,57.54965744018555,57.09851392110189,57.09851392110189,57.09851392110189,57.09851392110189,1,-1,-1,1.0519159849072575,1.0519159849072575,3.9208576165187354,3.9208576165187354,3.9208576165187354,2.5725220542837968,1.736912176821557,56.62656733633416,55.773287586985305,0.8532797493488573,0.3097935140832791,0.5434862352655783,83.87795249273745,57.09851392110189,2.441469959179293,61.98145383946048,52.2155740027433,0.1710356218764566,58.84665298461914,-0.053257254503003004,58.87800979614258,8.28132895760647,54.37503433227539,-2.1781054225753826,54.842796325683594,1.3546979802750325,54.842796325683594,1.3546979802750325,9.518192966262795,14.094003426375012,22.193979011887976,54611600.0,54171333.333333336,0.7445635452945593,2422574568.7179565,0.09518192966262795,0.14094003426375012,0.22193979011887977,4,2,2,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,60.04144287109375
2020-04-09,60.04144287109375,60.80877419619722,59.33730885263395,60.6191822762662,54028000,-0.03562375195401701,58.4407958984375,57.5189323425293,57.5189323425293,57.5189323425293,57.5189323425293,1,-1,-1,1.0438553086059166,1.0438553086059166,3.594335864948855,3.594335864948855,3.594335864948855,2.4273922681061624,0.9262678434224453,57.151932803220255,56.08944723766,1.0624855655602516,0.46033192437867365,0.602153641181578,83.64564569902667,57.5189323425293,2.490898334237613,62.50072901100452,52.53713567405407,0.17322284908934943,60.06283950805664,2.0667046667129485,58.84665298461914,-0.053257254503003004,58.87800979614258,8.28132895760647,55.585750579833984,1.3546979802750325,54.842796325683594,1.3546979802750325,8.015889404714184,14.094003426375012,22.193979011887976,54135200.0,54150857.14285714,0.9977312059431852,3243919075.439453,0.08015889404714183,0.14094003426375012,0.22193979011887977,4,3,2,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,60.2325325012207
2020-04-13,60.2325325012207,60.43705624337838,58.83521365989364,59.78915284931368,38702000,0.3182628880808336,59.61229553222656,57.85813236236572,57.85813236236572,57.85813236236572,57.85813236236572,1,-1,-1,1.0410383128854575,1.0410383128854575,3.3152400422886372,3.3152400422886372,3.3152400422886372,2.6791525003236885,-0.4201931361338615,57.62587121829725,56.3963424423682,1.2295287759290474,0.6141712946887484,0.615357481240299,84.04040073068637,57.85813236236572,2.497730960653233,62.85359428367219,52.86267044105926,0.172679681052263,60.04144287109375,-0.03562375195401701,60.06283950805664,2.0667046667129485,58.84665298461914,-0.053257254503003004,54.37503433227539,-2.1781054225753826,54.842796325683594,1.3546979802750325,10.772403623970629,14.094003426375012,22.193979011887976,51600800.0,52219750.0,0.7411372134106349,2331119472.8622437,0.10772403623970628,0.14094003426375012,0.22193979011887977,4,0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0,62.960487365722656
2020-04-14,62.960487365722656,63.48398170235811,61.134713213951024,61.703496547676295,63358000,4.529038961539045,60.42879104614258,58.42506069607205,58.42506069607205,58.42506069607205,58.42506069607205,1,-1,-1,1.077628103687285,1.077628103687285,3.2633886608117293,3.2633886608117293,3.2633886608117293,3.807350668680308,2.4421421204990517,58.446581394824236,56.88257539965372,1.5640059951705183,0.8041382347851025,0.7598677603854158,88.13045033267322,58.42506069607205,2.8898956863287104,64.20485206872948,52.64526932341463,0.1978531576620511,60.2325325012207,0.3182628880808336,60.04144287109375,-0.03562375195401701,60.06283950805664,2.0667046667129485,58.87800979614258,8.28132895760647,54.842796325683594,1.3546979802750325,6.933790024009179,14.094003426375012,22.193979011887976,51608400.0,53457333.333333336,1.1852068939715161,3989050558.517456,0.06933790024009179,0.14094003426375012,0.22193979011887977,4,1,2,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,62.56587600708008
2020-04-15,62.56587600708008,63.45213792906103,61.40641842523156,62.028941883647406,42236000,-0.6267603304122682,61.17263565063477,58.83914222717285,58.83914222717285,58.83914222717285,58.83914222717285,1,-1,-1,1.0633376633112466,1.0633376633112466,3.156736296807029,3.156736296807029,3.156736296807029,3.298008061570343,-1.4795715869607586,59.08031902747898,57.30356062983345,1.77675839764553,0.9986622673571881,0.7780961302883418,84.98011832593782,58.83914222717285,3.0229436154329394,64.88502945803873,52.79325499630697,0.20550562098690123,62.960487365722656,4.529038961539045,60.2325325012207,0.3182628880808336,60.04144287109375,-0.03562375195401701,58.84665298461914,-0.053257254503003004,54.842796325683594,1.3546979802750325,6.320194664993162,14.094003426375012,22.193979011887976,47731600.0,52335200.0,0.8070285391094331,2642532339.035034,0.06320194664993162,0.14094003426375012,0.22193979011887977,4,2,2,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,62.57234191894531
