Date,Next_Close
2020-04-01,59.43937301635742
2020-04-02,58.585147857666016
2020-04-03,63.69595718383789
2020-04-06,62.95820617675781
2020-04-07,64.56961059570312
2020-04-08,65.03555297851562
2020-04-09,66.31206512451172
2020-04-13,69.66100311279297
2020-04-14,69.02519226074219
2020-04-15,69.5736312866211
2020-04-16,68.62962341308594
2020-04-17,67.2051010131836
2020-04-20,65.12779235839844
2020-04-21,67.0036849975586
2020-04-22,66.74401092529297
2020-04-23,68.67089080810547
2020-04-24,68.71939849853516
2020-04-27,67.60552978515625
2020-04-28,69.8260498046875
2020-04-29,71.29908752441406
2020-04-30,70.15122985839844
2020-05-01,71.14379119873047
2020-05-04,72.21157836914062
2020-05-05,72.95659637451172
2020-05-06,73.7113265991211
2020-05-07,75.46578216552734
2020-05-08,76.65325927734375
2020-05-11,75.7772445678711
2020-05-12,74.86231231689453
2020-05-13,75.32219696044922
2020-05-14,74.87690734863281
2020-05-15,76.6410903930664
2020-05-18,76.19821166992188
2020-05-19,77.68013763427734
2020-05-20,77.10100555419922
2020-05-21,77.59739685058594
2020-05-22,77.07178497314453
2020-05-26,77.40760040283203
2020-05-27,77.44165802001953
2020-05-28,77.36622619628906
2020-05-29,78.31768035888672
2020-06-01,78.68025207519531
2020-06-02,79.1133804321289
2020-06-03,78.43206024169922
2020-06-04,80.66586303710938
2020-06-05,81.14279174804688
2020-06-08,83.70511627197266
2020-06-09,85.85865783691406
2020-06-10,81.7365493774414
2020-06-11,82.4422378540039
2020-06-12,83.46178436279297
2020-06-15,85.67371368408203
2020-06-16,85.55449676513672
2020-06-17,85.58854675292969
2020-06-18,85.09944152832031
2020-06-19,87.32596588134766
2020-06-22,89.18992614746094
2020-06-23,87.61556243896484
2020-06-24,88.77870178222656
2020-06-25,86.0508804321289
2020-06-26,88.03407287597656
2020-06-29,88.76895141601562
2020-06-30,88.60105895996094
2020-07-01,88.60105895996094
2020-07-02,90.97115325927734
2020-07-06,90.68887329101562
2020-07-07,92.80103302001953
2020-07-08,93.20011138916016
2020-07-09,93.36314392089844
2020-07-10,92.93243408203125
2020-07-13,94.4703140258789
2020-07-14,95.12002563476562
2020-07-15,93.9495849609375
2020-07-16,93.75975799560547
2020-07-17,95.73566436767578
2020-07-20,94.41434478759766
2020-07-21,94.67958068847656
2020-07-22,90.37010192871094
2020-07-23,90.14622497558594
2020-07-24,92.28271484375
2020-07-27,90.7667465209961
2020-07-28,92.506591796875
2020-07-29,93.62592315673828
2020-07-30,103.42752075195312
2020-07-31,106.03365325927734
2020-08-03,106.74174499511719
2020-08-04,107.128662109375
2020-08-05,110.86628723144531
2020-08-06,108.34566497802734
2020-08-07,109.9204330444336
2020-08-10,106.65142059326172
2020-08-11,110.19590759277344
2020-08-12,112.14610290527344
2020-08-13,112.04615020751953
2020-08-14,111.7536392211914
2020-08-17,112.68485260009766
2020-08-18,112.82623291015625
2020-08-19,115.32980346679688
2020-08-20,121.27303314208984
2020-08-21,122.7234878540039
2020-08-24,121.7166976928711
2020-08-25,123.37194061279297
2020-08-26,121.89710998535156
2020-08-27,121.69963836669922
2020-08-28,125.8267593383789
2020-08-31,130.83876037597656
2020-09-01,128.12796020507812
2020-09-02,117.86994171142578
2020-09-03,117.94795227050781
2020-09-04,110.01066589355469
2020-09-08,114.39857482910156
2020-09-09,110.6639633178711
2020-09-10,109.21105194091797
2020-09-11,112.48738861083984
2020-09-14,112.66291046142578
2020-09-15,109.33782196044922
2020-09-16,107.5923843383789
2020-09-17,104.17955017089844
2020-09-18,107.33888244628906
2020-09-21,109.02578735351562
2020-09-22,104.45259094238281
2020-09-23,105.52519226074219
2020-09-24,109.48407745361328
2020-09-25,112.09735107421875
2020-09-28,111.24900817871094
2020-09-29,112.92618560791016
2020-09-30,113.88178253173828
2020-10-01,110.20565795898438
2020-10-02,113.59900665283203
2020-10-05,110.3421630859375
2020-10-06,112.2143783569336
2020-10-07,112.10711669921875
2020-10-08,114.05730438232422
2020-10-09,121.30230712890625
2020-10-12,118.08445739746094
2020-10-13,118.17220306396484
2020-10-14,117.70416259765625
2020-10-15,116.05623626708984
2020-10-16,113.09197998046875
2020-10-19,114.58385467529297
2020-10-20,113.95980834960938
2020-10-21,112.86769104003906
2020-10-22,112.17534637451172
2020-10-23,112.18511962890625
2020-10-26,113.69651794433594
2020-10-27,108.43098449707031
2020-10-28,112.44837951660156
2020-10-29,106.14923858642578
2020-10-30,106.0615005493164
2020-11-02,107.6899185180664
2020-11-03,112.08760070800781
2020-11-04,116.06600189208984
2020-11-05,115.93414306640625
2020-11-06,113.6191635131836
2020-11-09,113.27729797363281
2020-11-10,116.71556091308594
2020-11-11,116.44207000732422
2020-11-12,116.49091339111328
2020-11-13,117.50674438476562
2020-11-16,116.61788177490234
2020-11-17,115.28946685791016
2020-11-18,115.88529968261719
2020-11-19,114.6155014038086
2020-11-20,111.2065200805664
2020-11-23,112.49586486816406
2020-11-24,113.33589935302734
2020-11-25,113.88288879394531
2020-11-27,116.28577423095703
2020-11-30,119.8705825805664
2020-12-01,120.22222137451172
2020-12-02,120.08546447753906
2020-12-03,119.41149139404297
2020-12-04,120.87665557861328
2020-12-07,121.49201965332031
2020-12-08,118.952392578125
2020-12-09,120.37850952148438
2020-12-10,119.56777954101562
2020-12-11,118.952392578125
2020-12-14,124.91075897216797
2020-12-15,124.84237670898438
2020-12-16,125.71170806884766
2020-12-17,123.71908569335938
2020-12-18,125.25263977050781
2020-12-21,128.81788635253906
2020-12-22,127.91924285888672
2020-12-23,128.90579223632812
2020-12-24,133.51620483398438
2020-12-28,131.73846435546875
2020-12-29,130.6151580810547
2020-12-30,129.60906982421875
2020-12-31,126.40525817871094
2021-01-04,127.96804809570312
2021-01-05,123.66049194335938
2021-01-06,127.8801498413086
2021-01-07,128.98394775390625
2021-01-08,125.98521423339844
2021-01-11,125.80941009521484
2021-01-12,127.8508529663086
2021-01-13,125.91686248779297
2021-01-14,124.18793487548828
2021-01-15,124.8619155883789
2021-01-19,128.9644012451172
2021-01-20,133.6920166015625
2021-01-21,135.8409423828125
2021-01-22,139.6015625
2021-01-25,139.8360137939453
2021-01-26,138.76148986816406
2021-01-27,133.90689086914062
2021-01-28,128.89602661132812
2021-01-29,131.025390625
2021-02-01,131.85568237304688
2021-02-02,130.83006286621094
2021-02-03,134.19996643066406
2021-02-04,133.78421020507812
2021-02-05,133.930908203125
2021-02-08,133.0504913330078
2021-02-09,132.44398498535156
2021-02-10,132.18968200683594
2021-02-11,132.42445373535156
2021-02-12,130.29188537597656
2021-02-16,127.99300384521484
