Date,Next_Close
2020-04-01,157.4479522705078
2020-04-02,153.4567413330078
2020-04-03,164.77340698242188
2020-04-06,168.0380401611328
2020-04-07,173.4624786376953
2020-04-08,174.36819458007812
2020-04-09,173.97006225585938
2020-04-13,177.33421325683594
2020-04-14,176.13986206054688
2020-04-15,175.42323303222656
2020-04-16,178.3992156982422
2020-04-17,177.40391540527344
2020-04-20,169.99879455566406
2020-04-21,181.4249267578125
2020-04-22,184.26156616210938
2020-04-23,189.17840576171875
2020-04-24,186.6204376220703
2020-04-27,182.05198669433594
2020-04-28,193.27908325195312
2020-04-29,203.74974060058594
2020-04-30,201.32118225097656
2020-05-01,204.29714965820312
2020-05-04,206.09866333007812
2020-05-05,207.49208068847656
2020-05-06,210.2689971923828
2020-05-07,211.35389709472656
2020-05-08,212.1799774169922
2020-05-11,209.11444091796875
2020-05-12,204.1378936767578
2020-05-13,205.8398895263672
2020-05-14,209.8907928466797
2020-05-15,212.18995666503906
2020-05-18,215.86265563964844
2020-05-19,228.8912353515625
2020-05-20,230.30458068847656
2020-05-21,233.80807495117188
2020-05-22,231.1107635498047
2020-05-26,228.0651397705078
2020-05-27,224.40240478515625
2020-05-28,224.0341339111328
2020-05-29,230.82212829589844
2020-06-01,231.62832641601562
2020-06-02,229.08035278320312
2020-06-03,225.22850036621094
2020-06-04,229.68748474121094
2020-06-05,230.31451416015625
2020-06-08,237.55043029785156
2020-06-09,235.61952209472656
2020-06-10,223.377197265625
2020-06-11,227.50775146484375
2020-06-12,231.40936279296875
2020-06-15,234.54457092285156
2020-06-16,234.42515563964844
2020-06-17,234.83323669433594
2020-06-18,237.66986083984375
2020-06-19,238.09786987304688
2020-06-22,241.1036834716797
2020-06-23,232.9222412109375
2020-06-24,234.57443237304688
2020-06-25,215.06639099121094
2020-06-26,219.60499572753906
2020-06-29,226.0048370361328
2020-06-30,236.43569946289062
2020-07-01,232.32505798339844
2020-07-02,239.1528778076172
2020-07-06,239.7301483154297
2020-07-07,242.43739318847656
2020-07-08,243.3530731201172
2020-07-09,243.92041015625
2020-07-10,237.87887573242188
2020-07-13,238.60545349121094
2020-07-14,239.1528778076172
2020-07-15,239.79981994628906
2020-07-16,240.8946533203125
2020-07-17,244.2687530517578
2020-07-20,240.61598205566406
2020-07-21,238.7447967529297
2020-07-22,231.5089111328125
2020-07-23,229.62777709960938
2020-07-24,232.4046630859375
2020-07-27,229.04052734375
2020-07-28,232.19566345214844
2020-07-29,233.39999389648438
2020-07-30,252.48007202148438
2020-07-31,250.778076171875
2020-08-03,248.6580810546875
2020-08-04,247.95140075683594
2020-08-05,264.03558349609375
2020-08-06,267.1807861328125
2020-08-07,261.76629638671875
2020-08-10,254.9285125732422
2020-08-11,258.6708679199219
2020-08-12,260.0742492675781
2020-08-13,260.0145568847656
2020-08-14,259.9349060058594
2020-08-17,261.1094055175781
2020-08-18,261.3582458496094
2020-08-19,267.7481384277344
2020-08-20,265.7574768066406
2020-08-21,270.116943359375
2020-08-24,279.50274658203125
2020-08-25,302.4844055175781
2020-08-26,291.84454345703125
2020-08-27,292.282470703125
2020-08-28,291.8246154785156
2020-08-31,294.05413818359375
2020-09-01,301.08099365234375
2020-09-02,289.7543640136719
2020-09-03,281.40374755859375
2020-09-04,269.88800048828125
2020-09-08,272.4360046386719
2020-09-09,266.8324279785156
2020-09-10,265.3593444824219
2020-09-11,264.9014892578125
2020-09-14,271.1421203613281
2020-09-15,262.2838439941406
2020-09-16,253.62466430664062
2020-09-17,251.3454132080078
2020-09-18,246.98593139648438
2020-09-21,253.5550079345703
2020-09-22,247.85186767578125
2020-09-23,248.35946655273438
2020-09-24,253.62466430664062
2020-09-25,255.6153106689453
2020-09-28,260.5619812011719
2020-09-29,260.67144775390625
2020-09-30,265.3793029785156
2020-10-01,258.72064208984375
2020-10-02,263.4085693359375
2020-10-05,257.4466552734375
2020-10-06,256.9092102050781
2020-10-07,262.522705078125
2020-10-08,263.2095031738281
2020-10-09,274.4564514160156
2020-10-12,274.8446960449219
2020-10-13,270.54498291015625
2020-10-14,265.46881103515625
2020-10-15,264.68255615234375
2020-10-16,260.1737976074219
2020-10-19,266.3049011230469
2020-10-20,277.4225158691406
2020-10-21,276.8153381347656
2020-10-22,283.4540710449219
2020-10-23,275.8100891113281
2020-10-26,281.9611511230469
2020-10-27,266.4143981933594
2020-10-28,279.51263427734375
2020-10-29,261.8757629394531
2020-10-30,260.13397216796875
2020-11-02,264.0555419921875
2020-11-03,286.03192138671875
2020-11-04,293.29766845703125
2020-11-05,292.0336608886719
2020-11-06,277.4622802734375
2020-11-09,271.15203857421875
2020-11-10,275.18310546875
2020-11-11,273.7896423339844
2020-11-12,275.6508483886719
2020-11-13,277.65142822265625
2020-11-16,273.71002197265625
2020-11-17,270.6942138671875
2020-11-18,271.65966796875
2020-11-19,268.43487548828125
2020-11-20,267.1708068847656
2020-11-23,275.6210021972656
2020-11-24,274.2972106933594
2020-11-25,276.5068054199219
2020-11-27,275.6707763671875
2020-11-30,285.205810546875
2020-12-01,286.1712341308594
2020-12-02,280.5279235839844
2020-12-03,278.3879699707031
2020-12-04,284.2403564453125
2020-12-07,282.070556640625
2020-12-08,276.6163330078125
2020-12-09,275.820068359375
2020-12-10,272.2668151855469
2020-12-11,272.90380859375
2020-12-14,274.2574157714844
2020-12-15,274.37689208984375
2020-12-16,273.1924133300781
2020-12-17,275.1034240722656
2020-12-18,271.5103759765625
2020-12-21,265.83709716796875
