Date,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,SMA_5_10_cross,SMA_10_20_cross,SMA_50_200_cross,Price_to_SMA_50,Price_to_SMA_200,Volatility_10,Volatility_20,Volatility_50,Daily_Range,Gap,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,Close_Lag_1,Return_Lag_1,Close_Lag_2,Return_Lag_2,Close_Lag_3,Return_Lag_3,Close_Lag_5,Return_Lag_5,Close_Lag_10,Return_Lag_10,Return_5d,Return_10d,Return_20d,Volume_SMA_5,Volume_SMA_20,Volume_Ratio,Price_Volume_Ratio,Momentum_5,Momentum_10,Momentum_20,Month,Day_of_week,Quarter,Month_sin,Month_cos,Weekday_sin,Weekday_cos
2020-04-01,58.46380615234375,58.46380615234375,58.46380615234375,58.46380615234375,58.46380615234375,-1,-1,-1,1.0,1.0,2.1961357483803097,2.1961357483803097,2.1961357483803097,3.890465045797413,-0.23660620753450834,58.46380615234375,58.46380615234375,0.0,0.0,0.0,53.31572396798625,58.46380615234375,0.6898299450449619,60.33124947444051,57.57192969426066,0.04680653735777035,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,10.443734072750921,19.00291114356736,21.954234964833464,176218400.0,176218400.0,1.0,10302398378.076172,0.10443734072750921,0.19002911143567358,0.21954234964833463,4,2,2,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473
2020-04-02,58.951589584350586,58.951589584350586,58.951589584350586,58.951589584350586,58.951589584350586,-1,-1,-1,1.0082743049923852,1.0082743049923852,2.1961357483803097,2.1961357483803097,2.1961357483803097,3.432637149749069,-0.23660620753450834,58.61389336219201,58.53607036449291,0.07782299769910139,0.015564599539820279,0.062258398159281116,53.31572396798625,58.951589584350586,0.6898299450449619,60.33124947444051,57.57192969426066,0.04680653735777035,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,10.443734072750921,19.00291114356736,21.954234964833464,171076200.0,171076200.0,0.9699420492154958,9863012922.096252,0.10443734072750921,0.19002911143567358,0.21954234964833463,4,3,2,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475
2020-04-03,58.8294423421224,58.8294423421224,58.8294423421224,58.8294423421224,58.8294423421224,-1,-1,-1,0.9958474111817057,0.9958474111817057,2.1961357483803097,2.1961357483803097,2.1961357483803097,2.7718268710665677,-0.8696280183080709,58.60947097688032,58.53970573435758,0.06976524252273464,0.02640472813640315,0.043360514386331483,53.31572396798625,58.8294423421224,0.5316883700930691,59.892819082308534,57.76606560193626,0.03615117525684071,59.43937301635742,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,10.443734072750921,19.00291114356736,21.954234964833464,157344133.33333334,157344133.33333334,0.8254518122061112,7609039003.753662,0.10443734072750921,0.19002911143567358,0.21954234964833463,4,4,2,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723
2020-04-06,60.04607105255127,60.04607105255127,60.04607105255127,60.04607105255127,60.04607105255127,-1,-1,-1,1.0607847618887887,1.0607847618887887,5.206775917682047,5.206775917682047,5.206775917682047,5.4722920696501465,3.931050127275202,59.392007316412254,58.92165028617094,0.4703570302413169,0.11519518855738592,0.355161841683931,87.6923465885326,60.04607105255127,2.4716802701982803,64.98943159294782,55.10271051215471,0.16465225630067337,58.585147857666016,-1.4371368931774042,59.43937301635742,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,10.443734072750921,19.00291114356736,21.954234964833464,168463200.0,168463200.0,1.1980088232919712,12855143557.225037,0.10443734072750921,0.19002911143567358,0.21954234964833463,4,0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
2020-04-07,60.62849807739258,60.62849807739258,60.62849807739258,60.62849807739258,60.62849807739258,-1,-1,-1,1.0384259576476949,1.0384259576476949,4.729213719762951,4.729213719762951,4.729213719762951,4.689812695538461,3.1736830836884207,59.94065329492696,59.22065442621441,0.7199988687125511,0.236155924588419,0.48384294412413215,79.2666956142434,60.62849807739258,2.505595481096874,65.63968903958633,55.61730711519883,0.16530810167182242,63.69595718383789,8.723728646360506,58.585147857666016,-1.4371368931774042,59.43937301635742,1.6686680669944165,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,10.443734072750921,19.00291114356736,21.954234964833464,175348000.0,175348000.0,1.1570545429659875,12773414168.225098,0.10443734072750921,0.19002911143567358,0.21954234964833463,4,1,2,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745
2020-04-08,61.84965896606445,61.28535016377767,61.28535016377767,61.28535016377767,61.28535016377767,1,-1,-1,1.053589649453722,1.053589649453722,4.1047012430079945,4.1047012430079945,4.1047012430079945,2.3369050616856097,1.2758926264942472,60.65280057196945,59.61687340173209,1.0359271702373576,0.3961101737182067,0.6398169965191509,82.86310175447818,61.28535016377767,2.7588285470911633,66.80300725796,55.767693069595346,0.18006447150704236,62.95820617675781,-1.1582383556161924,63.69595718383789,8.723728646360506,58.585147857666016,-1.4371368931774042,58.46380615234375,1.6686680669944165,58.46380615234375,1.6686680669944165,10.443734072750921,19.00291114356736,21.954234964833464,173883360.0,174272533.33333334,0.969144114505709,10905497295.483398,0.10443734072750921,0.19002911143567358,0.21954234964833463,4,2,2,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473
2020-04-09,62.968894958496094,61.82109342302595,61.82109342302595,61.82109342302595,61.82109342302595,1,-1,-1,1.0519961614637572,1.0519961614637572,3.7124745930140866,3.7124745930140866,3.7124745930140866,1.998509442958256,0.9884678350814284,61.327070172976555,60.01825707408643,1.308813098890127,0.5786507587525909,0.7301623401375361,83.681577916304,61.82109342302595,2.889940888498252,67.60097520002245,56.041211646029446,0.1869873681284233,64.56961059570312,2.559482737518315,62.95820617675781,-1.1582383556161924,63.69595718383789,8.723728646360506,59.43937301635742,1.6686680669944165,58.46380615234375,1.6686680669944165,9.414937739363705,19.00291114356736,21.954234964833464,173063520.0,172495714.2857143,0.938196062842141,10525015709.16748,0.09414937739363705,0.19002911143567358,0.21954234964833463,4,3,2,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475
2020-04-13,64.51427841186523,62.38246488571167,62.38246488571167,62.38246488571167,62.38246488571167,1,-1,-1,1.0629920642924147,1.0629920642924147,3.3892958730605427,3.3892958730605427,3.3892958730605427,2.9331838941435326,0.11943741074929394,62.09399247321274,60.48446507782164,1.6095273953910976,0.7848260860802923,0.8247013093108053,85.56974552113603,62.38246488571167,3.111230200067563,68.60492528584679,56.16000448557654,0.1994938934053034,65.03555297851562,0.7216125024045006,64.56961059570312,2.559482737518315,62.95820617675781,-1.1582383556161924,58.585147857666016,-1.4371368931774042,58.46380615234375,1.6686680669944165,13.189208441734124,19.00291114356736,21.954234964833464,173292080.0,167311600.0,0.7831064911219545,8688392446.395874,0.13189208441734124,0.19002911143567358,0.21954234964833463,4,0,2,0.8660254037844387,-0.4999999999999998,0.0,1.0
2020-04-14,65.70728759765625,63.19119135538737,63.19119135538737,63.19119135538737,63.19119135538737,1,-1,-1,1.102384709302589,1.102384709302589,3.3340855105504255,3.3340855105504255,3.3340855105504255,3.6428615025111784,2.4702201915764403,63.25814795622508,61.16420863596766,2.0939393202574195,1.0466487329157177,1.0472905873417018,88.93011863343955,63.19119135538737,3.7889484969939855,70.76908834937534,55.6132943613994,0.2398402951882918,66.31206512451172,1.9627912542202752,65.03555297851562,0.7216125024045006,64.56961059570312,2.559482737518315,63.69595718383789,8.723728646360506,58.46380615234375,1.6686680669944165,9.3648736790922,19.00291114356736,21.954234964833464,171926960.0,170387511.1111111,1.144419557093256,13583533369.778442,0.093648736790922,0.19002911143567358,0.21954234964833463,4,1,2,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745
2020-04-15,66.92068481445312,63.77459144592285,63.77459144592285,63.77459144592285,63.77459144592285,1,-1,-1,1.0823306068416219,1.0823306068416219,3.2933353954022526,3.2933353954022526,3.2933353954022526,2.018407157452871,-1.6199149002974602,64.1453855415354,61.74650371928429,2.398881822251113,1.3170953507827967,1.081786471468316,85.16486028827879,63.77459144592285,4.020517595344834,71.81562663661252,55.73355625523318,0.25217049638045896,69.66100311279297,5.050269482624414,66.31206512451172,1.9627912542202752,65.03555297851562,0.7216125024045006,62.95820617675781,-1.1582383556161924,58.46380615234375,1.6686680669944165,9.636529457257815,19.00291114356736,21.954234964833464,157580400.0,166464200.0,0.7878835209011907,9052957675.842285,0.09636529457257814,0.19002911143567358,0.21954234964833463,4,2,2,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473
